Response;Submitted on:;Q16_KRITIK DAN SARAN;sentimen
276642;10/09/2025 23.28;semoga kedepannya web spmb.unpam.ac.id tidak lemot;negatif
355144;22/09/2025 07.35;penyambutan & ice breaking  awali suasana hangat,bisa berupa ice breaking permainan kelompok;netral
310764;18/09/2025 14.07;sedih kaa karna pkkmb nya onlinee :(;netral
304522;17/09/2025 19.22;Server untuk semua web yang berkaitan dengan perkuliahan tolong di perluas lagi agar tidak lemot.;netral
302748;17/09/2025 15.40;TAHUN DEPAN HARUS LEBIH MERIAH LAGI DAN TIDAK ADA ONLINE!!! ;netral
331276;20/09/2025 02.14;Situsnya terlalu nge lag;netral
330326;20/09/2025 00.49;Semoga kedepannya pkkmb makin asik, makin pecah, makin seruuuu;netral
348768;21/09/2025 06.53;Sangat seru tapi kecewa di buat offline;netral
354838;21/09/2025 22.51;happy;netral
296000;16/09/2025 09.39;Kegiatan PKKMB menjadikan saya sebagai mahasiswa baru menjadi tau lingkungan perkuliahan, lingkungan kampus, sehingga ada ilmu yang bisa diambil.;netral
316906;19/09/2025 00.50;Cukup ;netral
278260;11/09/2025 12.55;Sangat memberikan inspirasi, motivasi, dan juga membuka pola fikir untuk terus berfikir maju, pantang menyerah, terus berusaha sampai dimana kita berada di titik kesuksesan. ;netral
326140;19/09/2025 19.49;tidak puas. karna yang pertama banyak yang mengakses link tersebut ( lemot ), waktu soal yang sangat sebentar, sisa nya puas;netral
342228;20/09/2025 19.51;sebaiknya menggunakan aplikasi dari pada web yg terlalu banyak + web sering error;netral
345206;21/09/2025 00.13;Tolong link SPMB nya ngelag banget kak, sulit untuk di aksesnya;negatif
349446;21/09/2025 08.18;Semangaaattt kakak panitiaaa, btw aku mau jugaa jadi panitia bisa ga yaa heheheh;netral
314634;18/09/2025 21.15;Tidak ada ;netral
337138;20/09/2025 10.11;tidak ada;netral
350998;21/09/2025 10.48;semangat terus;netral
338692;20/09/2025 13.08;Masih suka error untuk membuka portal spmb.unpam.ac.id;netral
325238;19/09/2025 18.35;Semoga link spmb.unpam.ac.id bisa lebih lancar lagi tidak banyak loading atau lag, karena sepanjang mengerjakan soal evaluasi tadi banyak sekali kendalanya berupa eror, sehingga yang harusnya selesai lebih cepat menjadi lebih lambat, padahal kondisi jaringan sedang sangat stabil. Terima kasih.;netral
293466;15/09/2025 21.20;Ketika PKKMB tgl 30 Agustus 2025, di ruang auditorium mohon disediakan pendingin ruangan..pada saat itu sangat panas sekali🙏🏻terima kasih..    Diberikan waktu untuk istirahat dan makan pada saat jam 12.00 setelah itu baru dilanjutkan ke materi..;negatif
305000;17/09/2025 20.19;PKKMB TAHUN INI BAGI SAYA TIDAK MENGESANKAN KARNA HARUS DARING DIKARENAKAN ADANYA MASALAH TIDAK JELAS. Semoga kedepanya banyak keseruan dan kegiatan yang lebih mengesankan;netral
322200;19/09/2025 14.04;Pelaksanaan PKKMB sudah berjalan dengan baik karena mampu memperkenalkan lingkungan kampus kepada mahasiswa baru secara menyeluruh, mulai dari sistem akademik, organisasi kemahasiswaan, hingga fasilitas yang tersedia. Kegiatan juga dikemas dengan suasana yang ramah dan humanis sehingga mahasiswa baru merasa nyaman serta termotivasi untuk beradaptasi. Panitia berhasil menciptakan suasana interaktif melalui diskusi, permainan, dan sesi tanya jawab sehingga mahasiswa tidak hanya menjadi pendengar pasif. Selain itu, adanya penyampaian materi tentang karakter, etika, dan wawasan kebangsaan menjadi nilai positif yang dapat membentuk kepribadian mahasiswa baru. Ke depan, kegiatan ini akan lebih baik lagi jika ditambah dengan sesi penguatan soft skills seperti manajemen waktu, literasi digital, serta kepedulian sosial agar mahasiswa baru lebih siap menghadapi tantangan dunia perkuliahan maupun kehidupan bermasyarakat.  ;netral
326168;19/09/2025 19.51;jangan terlalu banyak lagu dangdut yah, karna gak ngerti 🙄 serasa ada di nikahan 🙏🏻;netral
327466;19/09/2025 21.31;Live streaming di YouTube agak   Ngelag tapi bagus di perbaiki dengan cepat itu saja masukan saya.;netral
334238;20/09/2025 05.54;semoga nextnya pkkmb lebih akurat informasinya, karena dari pengalaman saya yg banyak info tidak sama;netral
331464;20/09/2025 02.31;sudah cukup baik, tolong web nya perbaiki, jangan error terus. overall sudah oke.;netral
323908;19/09/2025 16.40;GACORRRRRR;netral
285782;12/09/2025 23.22;semoga tahun depan pkkmb nya offline udah itu doang sumpah;netral
353378;21/09/2025 15.38;kurang memuaskan karna online ;netral
325676;19/09/2025 19.10;Mohon untuk kegiatan PKKMB diperhatikan traffic webnya karena banyak yang mengakses sehingga servernya overload.;netral
350548;21/09/2025 10.06;tidak ada;netral
321688;19/09/2025 13.14;lebih aktif lagi di sosial media ketika camaba bertanya;netral
324742;19/09/2025 17.50;Tolong untuk acaranya sesuai rundown yang ada, kalau jadwalnya selesai jam 13:00 maka 13:00 Mahasiswa Baru sudah bisa pulang. ;netral
347658;21/09/2025 03.52;Perbanyak games supaya tidak boring;netral
303950;17/09/2025 18.07;lebih pantau lagi web pkkmb agar tidak banyak yg terganggu;netral
290042;15/09/2025 11.53;adakan setiap tahun;netral
276862;11/09/2025 00.29;Pengen nya si offline malah online ;netral
349076;21/09/2025 07.29;mungkin untuk next nya lebih di upgrade untuk link spmb agar tidak error waktu pengerjaan karena banyak yang akses🙏🏻;negatif
295032;16/09/2025 01.14;Maba mempelajari tentang bagaimana berproses dan mengenal Universitas Pamulang ;netral
355194;22/09/2025 09.27;perlu ada sesi praktik langsung seperti simulasi membuat krs  atau akses e-learning, agar mahasiswa tidak hanya mendapat teori;netral
353134;21/09/2025 14.57;"Pkkmb nya kemarin harus nya offline tapi karna situasi dan keadaan yang tidak memungkin kan jadi nya pkkmb online / di rumah jadinya kurang semangat karna pengen ketemu sama temen "" Maba yang lain nya pas di pkkmb ";negatif
347104;21/09/2025 02.40;Beri waktu istirahat yang panjang :)    ;netral
286150;13/09/2025 01.20;Jangan daring ribettt bgt;negatif
351992;21/09/2025 12.18;Absen pkkmb secara online aja jangan pake manual, bikin macet;negatif
302046;17/09/2025 14.16;Kemarin pkkmb dilakukan online, jadi kurang maksimal.;netral
286470;13/09/2025 09.15;Ac nya banyakin ;netral
326004;19/09/2025 19.40;plis jangan online lagi aga bingung nanya kesiapanya;netral
326010;19/09/2025 19.40;plis jangan online lagi aga bingung nanya kesiapanya;netral
326014;19/09/2025 19.40;plis jangan online lagi aga bingung nanya kesiapanya;netral
275630;10/09/2025 16.15;Lebih diperhatikan lagi kedepan. ;netral
276194;10/09/2025 21.37;Next barisan paling depan dan dibawah diberi alas untuk duduk. Terimakasih;netral
293152;15/09/2025 20.11;Untuk materi dan penyampaian tidak di bedakan oleh yang offline. Hanya saja sayang sekali ga bisa ngerasain pkkmb offline..;netral
277242;11/09/2025 05.30;PKKMB jangan dilakukan secara daring  ,;netral
282822;12/09/2025 13.23;sangat di sayangkan pkkmb reg cs tahun ini di adakan online semua.;netral
337076;20/09/2025 10.05;perbaikan materi agar lebih relevan dan jelas, peningkatan interaksi antara panitia dan mahasiswa baru agar lebih hangat, serta penambahan dukungan bagi mahasiswa baru, termasuk dukungan informasi, teknis, dan mental. ;netral
321458;19/09/2025 12.49;Tetap semangat jangan menyerah;netral
311384;18/09/2025 15.16;semoga makin meriah lagi ;netral
283336;12/09/2025 15.12;semoga selalu sukses;netral
338952;20/09/2025 13.37;Kapasitas Server untuk PKKMB diperbesar agar tidak selalu down;netral
277202;11/09/2025 04.19;Makasih.                                     ;netral
315964;18/09/2025 23.27;Menurut saya harus lebih konsisten lagi buat masalah jadwal pkkmb;netral
295744;16/09/2025 08.19;Lebih diperhatikan soal server spmb maupun mentari agar tidak terjadi bug atau sebagai karna merugikan mahasiswa terutama untuk mahasiswa baru    Terimakasih.;negatif
306638;17/09/2025 23.29;Waktu yang diberikan untuk kuis sangat kurang karna saat mengerjakan ngelag bgt untuk ke nomer selanjutnya, pdhl jaringanku aman (wifi n data) dan web nya sering eror (?) aku gatau knp di web ini kek ngelag bgt pdhl di yg lain lancar lancar aja;netral
296850;16/09/2025 12.26;tidak ada;netral
295278;16/09/2025 03.51;Tidak ada tapi saya kurang puas dengan PKKMB karena reguler CK di lakukan secara online ;netral
345556;21/09/2025 00.45;Pkkmb nya seruu walaupun online dan sedikit membosankan;netral
347042;21/09/2025 02.34;pkkmb online sangat tidak efektif. webite lambat dan error terus karena kebanyakan pengunjung. saya sampai harus bergadang hanya untuk menyelesaikan ini.;netral
354608;21/09/2025 21.43;Cukup;netral
354612;21/09/2025 21.43;Cukup;netral
321114;19/09/2025 12.00;Lebih baik adakan kegiatan PKKMB secara offline. Karna kalau lewat online melalui zoom dan youtube itu kesannya tidak seru, dan materi yang di sampaikan tidak terlalu tersampaikan dengan jelas dan kurang bisa di pahami karna kendala sinyal buruk dan sebagainya.;netral
339286;20/09/2025 14.17;"""Menurut saya, kegiatan PKKMB UNPAM sudah sangat bermanfaat karena membantu mahasiswa baru mengenal kampus, dosen, dan tata cara perkuliahan. Namun, akan lebih baik jika kegiatan PKKMB ditambah sesi interaktif seperti kuis, games, atau simulasi perkuliahan agar lebih menarik dan mahasiswa baru bisa lebih aktif berpartisipasi. Selain itu, penyampaian materi bisa dibuat lebih ringkas dan variatif menggunakan media visual supaya tidak membosankan.""";netral
285996;13/09/2025 00.22;pkkmb yang seharusnya dilaksanakan offline menjadi online yang menjadi kurang efektif  ;netral
348094;21/09/2025 05.23;Untuk PKKMB online lebih dipersiapkan lagi untuk web nya karena eror parah;negatif
284506;12/09/2025 19.03;gatau deh aneh bgt pkkmb online ;netral
295984;16/09/2025 09.35;sebenernya sedih karna ck pkkmb nya lewat zoom padahal kau ketemu temen temen,tapi untuk pembahasannya/materinya cukup di mengerti ;netral
336694;20/09/2025 09.34;PKKMB untuk Semeste gasal tahu ini di lakukan dengan Online(Daring), jadi tidak ada kegiatan yang sangat berarti, banyaknya informasi yang telewatkan..;netral
325018;19/09/2025 18.14;WEB JANGAN EROR TERUUS ;netral
324622;19/09/2025 17.41;PKKMB nya dilakukan online jadi kurang seru, banyak informasi yang tidak tesampaikan dengan benar. ;netral
292038;15/09/2025 17.20;Kegiatan PKKMB ini sangat membantu karena waktunya yang fleksibel, tapi kurang terasa kebersamaanya.;netral
284508;12/09/2025 19.03;Beri waktu yg lebih lama terimakasih;netral
284524;12/09/2025 19.06;Beri waktu yg lebih lama terimakasih;netral
323618;19/09/2025 16.11;Kegiatan pkkmb sangat menarik,sangat seru,tapi sangat di sayangkan pkkmb tahun ini malah online yg membuat mahasiswa agak sedikit kecewa, tapi saya sebagai mahasiswa sangat puas karena materi yg di sampai kan sangat jelas dan mudah di pahami. ;netral
301292;17/09/2025 12.12;Cukup bisa dipahami untuk PKKMB nya ;netral
341478;20/09/2025 18.31;Semoga ga lemot;negatif
291646;15/09/2025 16.22;Semoga tahun depan tidak pkkmb online lagi yang seharusnya offline;netral
317804;19/09/2025 03.37;perbaikan materi yang lebih relevan, pembentukan suasana yang lebih hangat dan menyenangkan melalui pendekatan kreatif dari panitia, serta peningkatan dukungan dan interaksi, termasuk sesi konsultasi personal dan perhatian lebih terhadap peserta yang sakit. Selain itu, diharapkan ada panduan cetak/digital, fokus pada kesehatan mental mahasiswa baru, serta pemberdayaan suara maba dan peningkatan tanggung jawab panitia untuk mengatasi keluhan secara profesional.   ;netral
289006;13/09/2025 19.58;untuk keseluruhan kegiatan acara pkkmb (sangat baik) namun dilaksanakan secara online sedikit kurang effektif dalam penyampaian informasi terhadap MABA. mungkin kedepannya pkkmb agar dilaksakan secara langsung agar informasi2 terkait pkkmb tersampaikan secara langsung.;netral
293204;15/09/2025 20.21;SARANNYA UNTUK PKKMB KEDEPANNYA ADA WAKTU ISTIRAHAT DAN IBADAH,TIDAK DILAKSANAKAN SECARA ONLINE LAGI,DIBERIKAN KUIS ATAU GAME SUPAYA TIDAK BOSAN DAN MENGANTUK.;negatif
353130;21/09/2025 14.57;Jika bisa lain kali dilakukan pkkmb Offline.;netral
348618;21/09/2025 06.37;Semoga kedepannya lebih di pertimbangkan lagi servernya karena ngelag;negatif
304132;17/09/2025 18.29;Sukses terus;netral
300716;16/09/2025 22.08;Situs web yang lemot , supaya di perbaharui kalo perlu situs web nya di tambahkan ;negatif
348360;21/09/2025 06.05;perbanyak web nya agar ga ngeleg di aksesnya;netral
296674;16/09/2025 11.50;tidak ada,;netral
331262;20/09/2025 02.12;Kurang seruu dikarenakan pkkmb yg di periode saya online, mungkin akan lebih seru kalo offline terimakasi ;netral
344410;20/09/2025 23.12;pkkmb offline ;netral
337524;20/09/2025 10.47;Masukan untuk Kegiatan PKKMB    1. Materi fokus pada pengenalan kampus, sistem akademik, dan layanan mahasiswa  2. Gunakan metode interaktif (diskusi, games, sharing) agar tidak membosankan  3. Hindari kegiatan yang memberi tekanan, buat suasana positif dan ramah  4. Tambahkan sesi pengembangan soft skill (motivasi, tips belajar, manajemen waktu)  5. Perbanyak aktivitas yang menumbuhkan rasa kebersamaan antar mahasiswa baru;netral
286006;13/09/2025 00.25;PKKMB sangat menyenangkan hanya saja untuk reguler ck dilaksanakan secara online   Materi yang di sampaikan jelas namun sedikit sulit untuk dipahami karena  terkendala teknisi seperti sinyal yang kurang.   Terima kasih ;netral
344504;20/09/2025 23.19;terlalu banyak online nya , tolong lain kali pkkmb d buat offline untuk kedepan nya;netral
331766;20/09/2025 02.57;Tidak ada karna sudah sesui;netral
286800;13/09/2025 11.12;Kegiatan PKKMB Universitas Pamulang terjadwal dan rapih, tetapi sangat disayangkan saya sebagai Mahasiswa baru Universitas Pamulang Tangerang Selatan tidak merasakan PKKMB secara luring jadi saya kurang merasa puas dengan kegiatan yang diadakan.;netral
280516;11/09/2025 22.10;MENURUT SAYA PKKMB INI SUDAH SANGAT BAGUUUUUSSS;netral
275934;10/09/2025 19.56;Semoga tidak mengalami pkkmb online yang seharusnya ofline;netral
332320;20/09/2025 03.39;Situs spmb suka error semoga kedepannya bisa lebih lancar;netral
332284;20/09/2025 03.36;lebih diperhatikan lagi link² yang ada supaya tidak sering down servernya;netral
322998;19/09/2025 15.18;Semoga pkkmb ditahun selanjutnya dapat dilakukan secara offline agar semua mahasiswa dapat mengikuti dan merasakan kegiatan pkkmb digedung dan dapat beradaptasi secara langsung di universitas atau ;netral
339372;20/09/2025 14.29;-;netral
299036;16/09/2025 17.56;SEMOGA UNPAM SEMAKIN SUKSES JAYA JAYA JAYA UNIVERSITASKU;netral
354834;21/09/2025 22.51;unpam kereen bangget ;netral
331832;20/09/2025 03.01;Semoga sinyal ngk lemot;negatif
303462;17/09/2025 17.05;meskipun pkkmb nya online harusnya tidak ada kendala apapun harus lebih disiapkan lagi kalo sekiranya online;netral
304806;17/09/2025 19.55;sedih karna ga bisa pkkmb offline kakk 😞;netral
334142;20/09/2025 05.45;pasif, manfaatkan kesempatan untuk mengenal teman baru, dosen, dan organisasi kampus;netral
290888;15/09/2025 14.17;Kegiatan pkkmb reguler ck saat itu di jalankan dengan zoom di karenakan keadaan yang tidak memungkinkan, tetapi dengan zoom pkkmb unpam tidak begitu membosankan tetap adanya games dan keseruan lain nya;netral
347454;21/09/2025 03.15;Sepertinya akan lebih mudah jika menggunakan aplikasi untuk kegiatan seperti ini, karena menggunakan website banyak kendala yang terjadi dan sering eror dikarenakan banyaknya mahasiswa/i yang login. waktu untuk menjawab pertanyaan juga mohon ditambahkan lebih lama lagi karna di web ini tidak menentu akan kendala dan error nya. Seperti saat mengerjakan soal tetapi waktunya tetap berjalan dan akhirnya habis cmn karna menunggu loading next soal berikutnya saja. Terimakasih:)♡;netral
329492;19/09/2025 23.54;semoga pkkmb tahun depan reg ck tidak online lagi;netral
294764;16/09/2025 00.21;WEB NYA JANGAN LAG LAGI;netral
323266;19/09/2025 15.38;Pkkmb nya sangat memuaskan, bagus, kerenn, seruuu jugaa liatnyaa, tapii....  Kecewa karna pkkmb nya online, setelah itu tidak kebagian zoom😔  Jadi hanya streaming ;netral
346720;21/09/2025 02.07;Materi jangan terlalu padat, lebih seimbang antara serius dan hiburan.    Gunakan metode interaktif seperti games/quiz biar tidak membosankan.    Panitia ramah, hindari senioritas, ciptakan suasana kekeluargaan.    Jadwal lebih disiplin, waktu istirahat cukup, fasilitas memadai.    Ada sesi evaluasi dan tindak lanjut, supaya kegiatan ke depan lebih baik;netral
318764;19/09/2025 07.41;PASTIKAN MATERI YANG RELAVAN DENGAN KEBUTUHAN MAHASISWA;netral
317962;19/09/2025 04.34;semoga kedepan nya jangan online;netral
290712;15/09/2025 13.44;sedih karena pkkmb reg ck manajemen online, padahal yg paling ditunggu mahasiswa itu pkkmb offline bareng bareng. ;netral
336798;20/09/2025 09.44;MENURUT SAYA PKKMB KEMARIN SUDAH BERJALAN DENGAN BAIK DAN SANGAT MEMBANTU SAYA UNTUK MENGENAI KAMPUS DAN TEMAN-TEMAN.SAYA MERASA LEBIH SIAP UNTUK MEMULAI PERKULIAHAN,SELAIN ITU AKAN SANAGT BERMANFAAT JIKA ADA INFORMASI LEBIH DETAIL TENTANG FASILITAS -FASILITAS KAMPUS SEPERTI PERPUSTAKAAN DAN LAIN LAIN.TERIMAKASIH ATAS SEMUA INFORMASI DAN KERJA KERAS PANITIA.;netral
